Time[ms],BATT[V],5V[V],RADIO[V],PT1[psi],PT2[psi],PT3[psi],PT4[psi],PT5[psi],PT6[psi],LC[lbf],C1,C2,FILL,VENT,MOV,ARM,PY1,PY2
151898,8.11,5.15,3.31,552.03,7.21,0.06,514.53,0.00,0.00,-2.35,0,0,1,0,0,1,0,0
151987,8.13,5.17,3.32,552.03,9.75,2.52,514.53,0.00,0.00,-2.37,0,0,1,0,0,1,0,0
152076,8.13,5.14,3.31,549.49,7.21,0.06,506.96,0.00,0.00,-2.38,0,0,1,0,0,1,0,0
152165,8.13,5.17,3.32,552.03,7.21,0.06,509.48,0.00,0.00,-2.40,0,0,1,0,0,1,0,0
152254,8.15,5.16,3.32,549.49,9.75,2.52,517.06,0.00,0.00,-2.39,0,0,1,0,0,1,0,0
152343,8.13,5.15,3.31,549.49,4.67,0.06,506.96,0.00,0.00,-2.40,0,0,1,0,0,1,0,0
152432,8.13,5.15,3.32,549.49,7.21,2.52,517.06,0.00,0.00,-2.40,0,0,1,0,0,1,0,0
152521,8.16,5.15,3.31,549.49,4.67,0.06,509.48,0.00,0.00,-2.42,0,0,1,0,0,1,0,0
152610,8.13,5.17,3.32,549.49,9.75,0.06,514.53,0.00,0.00,-2.45,0,0,1,0,0,1,0,0
152699,8.15,5.17,3.32,552.03,4.67,2.52,514.53,0.00,0.00,-2.45,0,0,1,0,0,1,0,0
152788,8.15,5.14,3.31,549.49,7.21,0.06,509.48,0.00,0.00,-2.47,0,0,1,0,0,1,0,0
152877,8.13,5.17,3.31,552.03,7.21,2.52,512.01,0.00,0.00,-2.48,0,0,1,0,0,1,0,0
152966,8.13,5.15,3.31,549.49,7.21,0.06,506.96,0.00,0.00,-2.49,0,0,1,0,0,1,0,0
153055,8.13,5.15,3.31,549.49,7.21,0.06,506.96,0.00,0.00,-2.50,0,0,1,0,0,1,0,0
153144,8.13,5.15,3.31,552.03,7.21,0.06,517.06,0.00,0.00,-2.49,0,0,1,0,0,1,0,0
153232,8.15,5.15,3.31,549.49,7.21,2.52,517.06,0.00,0.00,-2.52,0,0,1,0,0,1,0,0
153321,8.13,5.17,3.32,552.03,9.75,4.99,517.06,0.00,0.00,-2.54,0,0,1,0,0,1,0,0
153410,8.13,5.16,3.31,549.49,9.75,2.52,512.01,0.00,0.00,-2.55,0,0,1,0,0,1,0,0
153499,8.15,5.14,3.31,549.49,7.21,0.06,514.53,0.00,0.00,-2.56,0,0,1,0,0,1,0,0
153588,8.15,5.17,3.32,549.49,7.21,0.06,514.53,0.00,0.00,-2.55,0,0,1,0,0,1,0,0
153677,8.13,5.16,3.32,549.49,7.21,0.06,506.96,0.00,0.00,-2.57,0,0,1,0,0,1,0,0
153766,8.15,5.15,3.31,549.49,7.21,0.06,509.48,0.00,0.00,-2.60,0,0,1,0,0,1,0,0
153855,8.13,5.17,3.32,549.49,9.75,2.52,509.48,0.00,0.00,-2.59,0,0,1,0,0,1,0,0
153944,8.15,5.15,3.31,549.49,7.21,0.06,514.53,0.00,0.00,-2.59,0,0,1,0,0,1,0,0
154033,8.13,5.17,3.32,549.49,9.75,2.52,512.01,0.00,0.00,-2.63,0,0,1,0,0,1,0,0
154122,8.15,5.15,3.32,549.49,7.21,0.06,506.96,0.00,0.00,-2.65,0,0,1,0,0,1,0,0
154211,8.11,5.15,3.31,546.95,7.21,0.06,504.43,0.00,0.00,-2.66,0,0,1,0,0,1,0,0
154300,8.15,5.16,3.31,549.49,9.75,2.52,514.53,0.00,0.00,-2.66,0,0,1,0,0,1,0,0
154389,8.16,5.15,3.31,546.95,7.21,0.06,512.01,0.00,0.00,-2.67,0,0,1,0,0,1,0,0
154478,8.15,5.15,3.31,549.49,4.67,0.06,506.96,0.00,0.00,-2.71,0,0,1,0,0,1,0,0
154567,8.13,5.17,3.32,549.49,9.75,2.52,512.01,0.00,0.00,-2.71,0,0,1,0,0,1,0,0
154656,8.15,5.17,3.32,549.49,9.75,2.52,512.01,0.00,0.00,-2.71,0,0,1,0,0,1,0,0
154745,8.15,5.16,3.31,549.49,9.75,0.06,509.48,0.00,0.00,-2.74,0,0,1,0,0,1,0,0
154834,8.15,5.16,3.30,546.95,7.21,2.52,506.96,0.00,0.00,-2.74,0,0,1,0,0,1,0,0
154923,8.13,5.16,3.31,549.49,9.75,2.52,512.01,0.00,0.00,-2.74,0,0,1,0,0,1,0,0
155012,8.13,5.15,3.31,544.42,7.21,2.52,512.01,0.00,0.00,-2.77,0,0,1,0,0,1,0,0
155101,8.13,5.17,3.32,549.49,7.21,0.06,509.48,0.00,0.00,-2.78,0,0,1,0,0,1,0,0
155190,8.15,5.17,3.31,549.49,9.75,2.52,514.53,0.00,0.00,-2.80,0,0,1,0,0,1,0,0
155279,8.15,5.17,3.32,546.95,9.75,2.52,514.53,0.00,0.00,-2.83,0,0,1,0,0,1,0,0
155368,8.13,5.15,3.31,546.95,7.21,2.52,514.53,0.00,0.00,-2.85,0,0,1,0,0,1,0,0
155457,8.13,5.15,3.32,546.95,7.21,0.06,512.01,0.00,0.00,-2.85,0,0,1,0,0,1,0,0
155546,8.15,5.16,3.31,546.95,9.75,0.06,509.48,0.00,0.00,-2.86,0,0,1,0,0,1,0,0
155635,8.15,5.15,3.30,549.49,7.21,0.06,512.01,0.00,0.00,-2.86,0,0,1,0,0,1,0,0
155724,8.15,5.15,3.31,546.95,7.21,0.06,509.48,0.00,0.00,-2.89,0,0,1,0,0,1,0,0
155812,8.11,5.15,3.30,544.42,7.21,0.06,506.96,0.00,0.00,-2.91,0,0,1,0,0,1,0,0
155901,8.13,5.17,3.32,546.95,7.21,0.06,509.48,0.00,0.00,-2.92,0,0,1,0,0,1,0,0
155990,8.15,5.17,3.31,546.95,7.21,2.52,512.01,0.00,0.00,-2.95,0,0,1,0,0,1,0,0
156079,8.16,5.15,3.31,544.42,7.21,0.06,506.96,0.00,0.00,-2.99,0,0,1,0,0,1,0,0
156168,8.15,5.15,3.31,546.95,9.75,2.52,514.53,0.00,0.00,-2.99,0,0,1,0,0,1,0,0
156257,8.11,5.15,3.31,546.95,9.75,2.52,514.53,0.00,0.00,-3.00,0,0,1,0,0,1,0,0
156346,8.13,5.17,3.32,549.49,9.75,2.52,512.01,0.00,0.00,-3.02,0,0,1,0,0,1,0,0
156435,8.13,5.15,3.32,546.95,7.21,0.06,514.53,0.00,0.00,-3.04,0,0,1,0,0,1,0,0
156524,8.15,5.15,3.31,546.95,7.21,0.06,504.43,0.00,0.00,-3.05,0,0,1,0,0,1,0,0
156613,8.15,5.15,3.32,546.95,7.21,0.06,506.96,0.00,0.00,-3.06,0,0,1,0,0,1,0,0
156702,8.11,5.15,3.32,546.95,7.21,2.52,514.53,0.00,0.00,-3.11,0,0,1,0,0,1,0,0
156791,8.11,5.15,3.30,549.49,7.21,0.06,504.43,0.00,0.00,-3.13,0,0,1,0,0,1,0,0
156880,8.13,5.15,3.31,544.42,7.21,0.06,512.01,0.00,0.00,-3.13,0,0,1,0,0,1,0,0
156969,8.15,5.15,3.30,544.42,7.21,0.06,512.01,0.00,0.00,-3.14,0,0,1,0,0,1,0,0
157058,8.13,5.17,3.32,546.95,9.75,2.52,509.48,0.00,0.00,-3.16,0,0,1,0,0,1,0,0
157147,8.13,5.17,3.29,544.42,9.75,2.52,509.48,0.00,0.00,-3.18,0,0,1,0,0,1,0,0
157236,8.15,5.17,3.32,544.42,7.21,0.06,506.96,0.00,0.00,-3.19,0,0,1,0,0,1,0,0
157325,8.13,5.15,3.31,544.42,7.21,0.06,504.43,0.00,0.00,-3.20,0,0,1,0,0,1,0,0
157414,8.15,5.15,3.31,544.42,9.75,0.06,514.53,0.00,0.00,-3.23,0,0,1,0,0,1,0,0
157503,8.15,5.17,3.32,546.95,9.75,2.52,512.01,0.00,0.00,-3.23,0,0,1,0,0,1,0,0
157592,8.13,5.16,3.31,546.95,9.75,2.52,514.53,0.00,0.00,-3.26,0,0,1,0,0,1,0,0
157681,8.15,5.16,3.31,544.42,7.21,0.06,509.48,0.00,0.00,-3.30,0,0,1,0,0,1,0,0
157770,8.13,5.15,3.31,546.95,7.21,2.52,512.01,0.00,0.00,-3.30,0,0,1,0,0,1,0,0
157859,8.13,5.17,3.32,544.42,7.21,2.52,509.48,0.00,0.00,-3.35,0,0,1,0,0,1,0,0
157948,8.13,5.15,3.31,541.88,7.21,-2.40,504.43,0.00,0.00,-3.36,0,0,1,0,0,1,0,0
158037,8.11,5.15,3.31,544.42,7.21,0.06,506.96,0.00,0.00,-3.35,0,0,1,0,0,1,0,0
158126,8.11,5.15,3.30,539.34,7.21,0.06,506.96,0.00,0.00,-3.37,0,0,1,0,0,1,0,0
158215,8.15,5.17,3.32,544.42,7.21,2.52,512.01,0.00,0.00,-3.39,0,0,1,0,0,1,0,0
158304,8.13,5.17,3.31,544.42,9.75,0.06,512.01,0.00,0.00,-3.42,0,0,1,0,0,1,0,0
158392,8.15,5.17,3.32,546.95,9.75,2.52,512.01,0.00,0.00,-3.41,0,0,1,0,0,1,0,0
158481,8.11,5.15,3.31,544.42,9.75,0.06,512.01,0.00,0.00,-3.42,0,0,1,0,0,1,0,0
158570,8.13,5.17,3.32,544.42,9.75,2.52,512.01,0.00,0.00,-3.48,0,0,1,0,0,1,0,0
158659,8.13,5.17,3.31,544.42,9.75,2.52,509.48,0.00,0.00,-3.49,0,0,1,0,0,1,0,0
158748,8.11,5.15,3.31,546.95,9.75,0.06,512.01,0.00,0.00,-3.50,0,0,1,0,0,1,0,0
158837,8.13,5.15,3.31,544.42,7.21,0.06,501.91,0.00,0.00,-3.52,0,0,1,0,0,1,0,0
158926,8.13,5.15,3.31,541.88,7.21,0.06,506.96,0.00,0.00,-3.54,0,0,1,0,0,1,0,0
159015,8.11,5.16,3.31,544.42,9.75,2.52,512.01,0.00,0.00,-3.55,0,0,1,0,0,1,0,0
159104,8.11,5.15,3.32,546.95,7.21,2.52,512.01,0.00,0.00,-3.58,0,0,1,0,0,1,0,0
159193,8.13,5.15,3.31,544.42,7.21,0.06,504.43,0.00,0.00,-3.60,0,0,1,0,0,1,0,0
159304,8.13,5.15,3.30,544.42,7.21,2.52,517.06,0.00,0.00,-3.61,0,0,1,0,0,1,0,0
159371,8.13,5.17,3.32,544.42,9.75,2.52,509.48,0.00,0.00,-3.64,0,0,1,0,0,1,0,0
159482,8.13,5.17,3.31,541.88,7.21,0.06,509.48,0.00,0.00,-3.65,0,0,1,0,0,1,0,0
159572,8.13,5.15,3.31,544.42,7.21,2.52,512.01,0.00,0.00,-3.69,0,0,1,0,0,1,0,0
159638,8.13,5.17,3.32,544.42,9.75,0.06,512.01,0.00,0.00,-3.71,0,0,1,0,0,1,0,0
159727,8.15,5.17,3.31,544.42,7.21,2.52,509.48,0.00,0.00,-3.72,0,0,1,0,0,1,0,0
159838,8.13,5.15,3.31,541.88,7.21,0.06,504.43,0.00,0.00,-3.73,0,0,1,0,0,1,0,0
159928,8.11,5.15,3.32,544.42,9.75,0.06,504.43,0.00,0.00,-3.77,0,0,1,0,0,1,0,0
159994,8.13,5.15,3.31,544.42,7.21,0.06,512.01,0.00,0.00,-3.79,0,0,1,0,0,1,0,0
160105,8.13,5.17,3.32,544.42,7.21,2.52,509.48,0.00,0.00,-3.82,0,0,1,0,0,1,0,0
160195,8.13,5.17,3.31,541.88,7.21,2.52,509.48,0.00,0.00,-3.83,0,0,1,0,0,1,0,0
160261,8.11,5.15,3.31,541.88,7.21,0.06,506.96,0.00,0.00,-3.84,0,0,1,0,0,1,0,0
160372,8.13,5.15,3.31,544.42,9.75,0.06,512.01,0.00,0.00,-3.86,0,0,1,0,0,1,0,0
160462,8.13,5.15,3.30,544.42,7.21,0.06,506.96,0.00,0.00,-3.88,0,0,1,0,0,1,0,0
160528,8.15,5.17,3.32,541.88,9.75,2.52,509.48,0.00,0.00,-3.90,0,0,1,0,0,1,0,0
160638,8.13,5.15,3.30,544.42,7.21,2.52,506.96,0.00,0.00,-3.93,0,0,1,0,0,1,0,0
160729,8.13,5.15,3.31,541.88,4.67,0.06,509.48,0.00,0.00,-3.94,0,0,1,0,0,1,0,0
160795,8.13,5.17,3.31,541.88,9.75,2.52,509.48,0.00,0.00,-3.95,0,0,1,0,0,1,0,0
160884,8.15,5.17,3.32,541.88,7.21,0.06,506.96,0.00,0.00,-3.96,0,0,1,0,0,1,0,0
160972,8.13,5.17,3.32,544.42,9.75,0.06,509.48,0.00,0.00,-3.99,0,0,1,0,0,1,0,0
161083,8.11,5.15,3.31,541.88,9.75,0.06,509.48,0.00,0.00,-4.04,0,0,1,0,0,1,0,0
161174,8.15,5.15,3.31,541.88,9.75,2.52,509.48,0.00,0.00,-4.04,0,0,1,0,0,1,0,0
161239,8.15,5.17,3.32,541.88,7.21,2.52,509.48,0.00,0.00,-4.08,0,0,1,0,0,1,0,0
161350,8.15,5.16,3.31,541.88,7.21,0.06,509.48,0.00,0.00,-4.11,0,0,1,0,0,1,0,0
161440,8.15,5.17,3.32,541.88,9.75,0.06,509.48,0.00,0.00,-4.14,0,0,1,0,0,1,0,0
161506,8.13,5.16,3.31,541.88,9.75,2.52,506.96,0.00,0.00,-4.17,0,0,1,0,0,1,0,0
161617,8.15,5.15,3.31,541.88,7.21,0.06,512.01,0.00,0.00,-4.18,0,0,1,0,0,1,0,0
161708,8.13,5.17,3.32,539.34,4.67,-2.40,501.91,0.00,0.00,-4.19,0,0,1,0,0,1,0,0
161773,8.13,5.15,3.31,539.34,7.21,0.06,512.01,0.00,0.00,-4.21,0,0,1,0,0,1,0,0
161862,8.13,5.15,3.31,541.88,7.21,0.06,509.48,0.00,0.00,-4.24,0,0,1,0,0,1,0,0
161951,8.11,5.16,3.31,541.88,7.21,0.06,506.96,0.00,0.00,-4.26,0,0,1,0,0,1,0,0
162040,8.11,5.15,3.31,541.88,7.21,0.06,506.96,0.00,0.00,-4.27,0,0,1,0,0,1,0,0
162129,8.15,5.17,3.32,541.88,9.75,0.06,512.01,0.00,0.00,-4.28,0,0,1,0,0,1,0,0
162218,8.15,5.17,3.31,541.88,7.21,0.06,509.48,0.00,0.00,-4.31,0,0,1,0,0,1,0,0
162307,8.15,5.15,3.31,541.88,7.21,0.06,506.96,0.00,0.00,-4.33,0,0,1,0,0,1,0,0
162396,8.16,5.16,3.31,541.88,7.21,0.06,504.43,0.00,0.00,-4.37,0,0,1,0,0,1,0,0
162485,8.15,5.15,3.31,541.88,7.21,0.06,512.01,0.00,0.00,-4.43,0,0,1,0,0,1,0,0
162574,8.15,5.16,3.31,541.88,9.75,2.52,509.48,0.00,0.00,-4.44,0,0,1,0,0,1,0,0
162663,8.15,5.17,3.32,541.88,9.75,2.52,506.96,0.00,0.00,-4.46,0,0,1,0,0,1,0,0
162774,8.11,5.15,3.31,541.88,9.75,0.06,504.43,0.00,0.00,-4.51,0,0,1,0,0,1,0,0
162841,8.13,5.15,3.31,541.88,9.75,2.52,509.48,0.00,0.00,-4.51,0,0,1,0,0,1,0,0
162930,8.13,5.15,3.31,539.34,7.21,0.06,501.91,0.00,0.00,-4.54,0,0,1,0,0,1,0,0
163042,8.11,5.16,3.31,539.34,7.21,0.06,506.96,0.00,0.00,-4.57,0,0,1,0,0,1,0,0
163108,8.13,5.15,3.31,539.34,4.67,0.06,501.91,0.00,0.00,-4.59,0,0,1,0,0,1,0,0
163197,8.13,5.15,3.31,539.34,7.21,0.06,501.91,0.00,0.00,-4.65,0,0,1,0,0,1,0,0
163286,8.15,5.17,3.32,539.34,4.67,2.52,504.43,0.00,0.00,-4.68,0,0,1,0,0,1,0,0
163375,8.13,5.17,3.32,539.34,7.21,2.52,506.96,0.00,0.00,-4.71,0,0,1,0,0,1,0,0
163464,8.11,5.15,3.31,539.34,7.21,0.06,504.43,0.00,0.00,-4.76,0,0,1,0,0,1,0,0
163553,8.15,5.17,3.31,541.88,9.75,2.52,509.48,0.00,0.00,-4.79,0,0,1,0,0,1,0,0
163642,8.13,5.15,3.31,539.34,7.21,0.06,509.48,0.00,0.00,-4.83,0,0,1,0,0,1,0,0
163752,8.13,5.15,3.31,539.34,7.21,0.06,506.96,0.00,0.00,-4.86,0,0,1,0,0,1,0,0
163819,8.15,5.15,3.31,539.34,9.75,2.52,506.96,0.00,0.00,-4.89,0,0,1,0,0,1,0,0
163908,8.13,5.15,3.31,539.34,7.21,0.06,506.96,0.00,0.00,-4.90,0,0,1,0,0,1,0,0
163997,8.15,5.16,3.31,539.34,9.75,2.52,506.96,0.00,0.00,-4.95,0,0,1,0,0,1,0,0
164086,8.13,5.18,3.31,539.34,9.75,2.52,501.91,0.00,0.00,-4.99,0,0,1,0,0,1,0,0
164175,8.15,5.15,3.31,539.34,7.21,0.06,506.96,0.00,0.00,-5.02,0,0,1,0,0,1,0,0
164264,8.13,5.15,3.32,539.34,7.21,2.52,504.43,0.00,0.00,-5.04,0,0,1,0,0,1,0,0
164353,8.11,5.15,3.32,539.34,7.21,-2.40,504.43,0.00,0.00,-5.08,0,0,1,0,0,1,0,0
164442,8.11,5.15,3.31,539.34,7.21,0.06,506.96,0.00,0.00,-5.10,0,0,1,0,0,1,0,0
164531,8.15,5.17,3.32,539.34,9.75,0.06,504.43,0.00,0.00,-5.12,0,0,1,0,0,1,0,0
164620,8.16,5.15,3.31,541.88,7.21,0.06,504.43,0.00,0.00,-5.15,0,0,1,0,0,1,0,0
164709,8.15,5.17,3.32,539.34,7.21,0.06,509.48,0.00,0.00,-5.18,0,0,1,0,0,1,0,0
164798,8.13,5.17,3.32,539.34,4.67,0.06,506.96,0.00,0.00,-5.22,0,0,1,0,0,1,0,0
164887,8.13,5.15,3.32,539.34,4.67,0.06,501.91,0.00,0.00,-5.26,0,0,1,0,0,1,0,0
164976,8.13,5.17,3.31,539.34,7.21,0.06,499.38,0.00,0.00,-5.29,0,0,1,0,0,1,0,0
165065,8.13,5.17,3.32,539.34,7.21,0.06,504.43,0.00,0.00,-5.32,0,0,1,0,0,1,0,0
165154,8.15,5.16,3.31,539.34,7.21,0.06,501.91,0.00,0.00,-5.35,0,0,1,0,0,1,0,0
165243,8.15,5.17,3.32,536.81,7.21,0.06,504.43,0.00,0.00,-5.39,0,0,1,0,0,1,0,0
165332,8.11,5.15,3.31,536.81,7.21,0.06,504.43,0.00,0.00,-5.44,0,0,1,0,0,1,0,0
165421,8.15,5.16,3.31,539.34,9.75,2.52,504.43,0.00,0.00,-5.48,0,0,1,0,0,1,0,0
165510,8.15,5.17,3.32,539.34,9.75,2.52,504.43,0.00,0.00,-5.50,0,0,1,0,0,1,0,0
165599,8.11,5.15,3.31,536.81,7.21,0.06,499.38,0.00,0.00,-5.52,0,0,1,0,0,1,0,0
165688,8.13,5.16,3.31,539.34,9.75,2.52,506.96,0.00,0.00,-5.56,0,0,1,0,0,1,0,0
165777,8.15,5.16,3.31,539.34,9.75,2.52,506.96,0.00,0.00,-5.60,0,0,1,0,0,1,0,0
165866,8.11,5.15,3.31,536.81,7.21,0.06,499.38,0.00,0.00,-5.65,0,0,1,0,0,1,0,0
165955,8.15,5.16,3.31,539.34,7.21,0.06,506.96,0.00,0.00,-5.68,0,0,1,0,0,1,0,0
166044,8.13,5.15,3.31,536.81,9.75,2.52,509.48,0.00,0.00,-5.73,0,0,1,0,0,1,0,0
166133,8.13,5.17,3.32,536.81,7.21,0.06,496.86,0.00,0.00,-5.78,0,0,1,0,0,1,0,0
166143,8.15,5.15,3.31,539.34,9.75,2.52,512.01,0.00,0.00,-5.78,0,0,1,0,0,1,0,0
166222,8.15,5.17,3.32,539.34,9.75,0.06,504.43,0.00,0.00,-5.81,0,0,1,0,0,1,0,0
166311,8.15,5.17,3.32,536.81,9.75,0.06,506.96,0.00,0.00,-5.86,0,0,1,0,0,1,0,0
166399,8.15,5.15,3.32,536.81,9.75,2.52,506.96,0.00,0.00,-5.89,0,0,1,0,0,1,0,0
166488,8.13,5.16,3.32,539.34,7.21,-2.40,499.38,0.00,0.00,-5.92,0,0,1,0,0,1,0,0
166577,8.15,5.15,3.30,534.27,7.21,-2.40,506.96,0.00,0.00,-5.97,0,0,1,0,0,1,0,0
166666,8.15,5.17,3.31,536.81,9.75,0.06,501.91,0.00,0.00,-6.01,0,0,1,0,0,1,0,0
166755,8.15,5.15,3.30,534.27,7.21,-2.40,499.38,0.00,0.00,-6.06,0,0,1,0,0,1,0,0
166844,8.13,5.15,3.31,536.81,4.67,0.06,496.86,0.00,0.00,-6.12,0,0,1,0,0,1,0,0
166933,8.15,5.15,3.30,536.81,9.75,2.52,504.43,0.00,0.00,-6.14,0,0,1,0,0,1,0,0
167022,8.15,5.17,3.32,539.34,9.75,0.06,504.43,0.00,0.00,-6.18,0,0,1,0,0,1,0,0
167111,8.15,5.15,3.31,536.81,7.21,0.06,499.38,0.00,0.00,-6.22,0,0,1,0,0,1,0,0
167200,8.11,5.15,3.31,536.81,4.67,0.06,501.91,0.00,0.00,-6.24,0,0,1,0,0,1,0,0
167289,8.13,5.17,3.31,536.81,7.21,2.52,504.43,0.00,0.00,-6.30,0,0,1,0,0,1,0,0
167378,8.15,5.17,3.32,539.34,9.75,0.06,504.43,0.00,0.00,-6.32,0,0,1,0,0,1,0,0
167467,8.11,5.15,3.31,536.81,7.21,0.06,496.86,0.00,0.00,-6.36,0,0,1,0,0,1,0,0
167556,8.11,5.15,3.32,536.81,7.21,0.06,509.48,0.00,0.00,-6.42,0,0,1,0,0,1,0,0
167645,8.13,5.17,3.32,536.81,7.21,0.06,494.33,0.00,0.00,-6.48,0,0,1,0,0,1,0,0
167734,8.13,5.15,3.30,539.34,4.67,0.06,501.91,0.00,0.00,-6.51,0,0,1,0,0,1,0,0
167823,8.15,5.17,3.31,536.81,9.75,0.06,501.91,0.00,0.00,-6.55,0,0,1,0,0,1,0,0
167912,8.13,5.16,3.29,536.81,9.75,2.52,512.01,0.00,0.00,-6.59,0,0,1,0,0,1,0,0
168001,8.15,5.17,3.32,534.27,9.75,0.06,504.43,0.00,0.00,-6.63,0,0,1,0,0,1,0,0
168090,8.13,5.17,3.31,536.81,9.75,2.52,509.48,0.00,0.00,-6.67,0,0,1,0,0,1,0,0
168179,8.11,5.15,3.31,536.81,9.75,2.52,501.91,0.00,0.00,-6.71,0,0,1,0,0,1,0,0
168268,8.16,5.16,3.32,534.27,7.21,0.06,504.43,0.00,0.00,-6.75,0,0,1,0,0,1,0,0
168357,8.13,5.15,3.31,534.27,7.21,0.06,499.38,0.00,0.00,-6.80,0,0,1,0,0,1,0,0
168446,8.16,5.15,3.32,536.81,9.75,0.06,501.91,0.00,0.00,-6.83,0,0,1,0,0,1,0,0
168535,8.13,5.16,3.31,536.81,7.21,0.06,501.91,0.00,0.00,-6.90,0,0,1,0,0,1,0,0
168624,8.15,5.17,3.32,534.27,7.21,2.52,504.43,0.00,0.00,-6.94,0,0,1,0,0,1,0,0
168713,8.16,5.16,3.31,534.27,7.21,0.06,504.43,0.00,0.00,-7.00,0,0,1,0,0,1,0,0
168802,8.15,5.16,3.31,536.81,9.75,2.52,506.96,0.00,0.00,-7.05,0,0,1,0,0,1,0,0
168890,8.11,5.15,3.30,539.34,4.67,0.06,496.86,0.00,0.00,-7.11,0,0,1,0,0,1,0,0
168901,8.15,5.15,3.31,534.27,7.21,2.52,509.48,0.00,0.00,-7.11,0,0,1,0,0,1,0,0
168979,8.15,5.16,3.31,536.81,9.75,2.52,504.43,0.00,0.00,-7.17,0,0,1,0,0,1,0,0
169068,8.16,5.15,3.30,536.81,7.21,0.06,499.38,0.00,0.00,-7.22,0,0,1,0,0,1,0,0
169157,8.11,5.15,3.31,534.27,7.21,0.06,504.43,0.00,0.00,-7.25,0,0,1,0,0,1,0,0
169246,8.16,5.16,3.30,539.34,9.75,2.52,504.43,0.00,0.00,-7.29,0,0,1,0,0,1,0,0
169335,8.13,5.16,3.31,536.81,9.75,2.52,504.43,0.00,0.00,-7.34,0,0,1,0,0,1,0,0
169424,8.15,5.15,3.31,534.27,9.75,0.06,509.48,0.00,0.00,-7.40,0,0,1,0,0,1,0,0
169513,8.11,5.15,3.31,534.27,7.21,0.06,499.38,0.00,0.00,-7.44,0,0,1,0,0,1,0,0
169602,8.15,5.17,3.32,531.73,4.67,0.06,501.91,0.00,0.00,-7.48,0,0,1,0,0,1,0,0
169691,8.11,5.15,3.31,534.27,4.67,-2.40,499.38,0.00,0.00,-7.53,0,0,1,0,0,1,0,0
169780,8.15,5.15,3.31,534.27,7.21,0.06,499.38,0.00,0.00,-7.59,0,0,1,0,0,1,0,0
169869,8.13,5.15,3.31,534.27,9.75,0.06,504.43,0.00,0.00,-7.63,0,0,1,0,0,1,0,0
169958,8.13,5.17,3.32,534.27,7.21,2.52,504.43,0.00,0.00,-7.66,0,0,1,0,0,1,0,0
170047,8.11,5.15,3.30,536.81,7.21,-2.40,496.86,0.00,0.00,-7.71,0,0,1,0,0,1,0,0
170136,8.15,5.17,3.32,534.27,7.21,0.06,504.43,0.00,0.00,-7.77,0,0,1,0,0,1,0,0
170225,8.13,5.15,3.32,534.27,9.75,0.06,506.96,0.00,0.00,-7.83,0,0,1,0,0,1,0,0
170314,8.15,5.16,3.31,534.27,9.75,0.06,501.91,0.00,0.00,-7.89,0,0,1,0,0,1,0,0
170403,8.11,5.15,3.31,534.27,7.21,0.06,499.38,0.00,0.00,-7.93,0,0,1,0,0,1,0,0
170492,8.15,5.16,3.32,531.73,7.21,-2.40,491.81,0.00,0.00,-7.99,0,0,1,0,0,1,0,0
170581,8.13,5.17,3.31,534.27,7.21,2.52,504.43,0.00,0.00,-8.04,0,0,1,0,0,1,0,0
170670,8.11,5.15,3.31,534.27,7.21,0.06,494.33,0.00,0.00,-8.08,0,0,1,0,0,1,0,0
170759,8.15,5.17,3.32,534.27,7.21,2.52,501.91,0.00,0.00,-8.12,0,0,1,0,0,1,0,0
170848,8.11,5.16,3.32,534.27,9.75,0.06,504.43,0.00,0.00,-8.16,0,0,1,0,0,1,0,0
170937,8.13,5.15,3.31,534.27,9.75,2.52,509.48,0.00,0.00,-8.20,0,0,1,0,0,1,0,0
171026,8.13,5.17,3.32,534.27,7.21,0.06,499.38,0.00,0.00,-8.26,0,0,1,0,0,1,0,0
171115,8.15,5.15,3.31,531.73,7.21,0.06,496.86,0.00,0.00,-8.32,0,0,1,0,0,1,0,0
171204,8.11,5.16,3.31,534.27,7.21,0.06,494.33,0.00,0.00,-8.34,0,0,1,0,0,1,0,0
171293,8.11,5.15,3.31,534.27,9.75,0.06,501.91,0.00,0.00,-8.42,0,0,1,0,0,1,0,0
171382,8.13,5.15,3.31,531.73,7.21,2.52,504.43,0.00,0.00,-8.47,0,0,1,0,0,1,0,0
171392,8.15,5.17,3.32,534.27,9.75,2.52,509.48,0.00,0.00,-8.47,0,0,1,0,0,1,0,0
171470,8.13,5.17,3.32,534.27,9.75,2.52,504.43,0.00,0.00,-8.51,0,0,1,0,0,1,0,0
171559,8.13,5.17,3.32,531.73,9.75,2.52,504.43,0.00,0.00,-8.59,0,0,1,0,0,1,0,0
171648,8.13,5.15,3.31,531.73,7.21,0.06,501.91,0.00,0.00,-8.63,0,0,1,0,0,1,0,0
171737,8.11,5.15,3.31,531.73,9.75,2.52,496.86,0.00,0.00,-8.68,0,0,1,0,0,1,0,0
171826,8.16,5.15,3.31,531.73,7.21,0.06,496.86,0.00,0.00,-8.75,0,0,1,0,0,1,0,0
171915,8.13,5.17,3.32,534.27,7.21,2.52,504.43,0.00,0.00,-8.77,0,0,1,0,0,1,0,0
172004,8.13,5.17,3.32,534.27,9.75,0.06,499.38,0.00,0.00,-8.83,0,0,1,0,0,1,0,0
172093,8.11,5.15,3.31,531.73,4.67,0.06,494.33,0.00,0.00,-8.87,0,0,1,0,0,1,0,0
